"uid","userName","catagory","sub_catagory","product","listing_amount","counts","total_bid_amount"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Obeseus (Autographed)","1","1","12"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Signed Beast Boy (3000 Pieces Toy Tokyo)","1","1","3"
"ef8c5874-3cf2-4419-8378-7f65477da034","tennuy","Collectible Toys","Funko","RECOOME AUTO","1","1","1"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Red Ranger (auto)","1","1","2"
"3882937b-5dee-42e4-8f2c-3b65c50129e9","VinWeasel","Collectible Toys","Funko","Captain America (Autographed)","1","1","60"
"f3655569-364b-4e9d-9680-b082322b2ab5","briset_anime3","Collectible Toys","Funko","Goku & Flying Nimbus Auto","1","1","7"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Wayne’s World 2 Pack (Hockey Outfits)","1","1","4"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","Sailor Uranus","1","1","2"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","Ace Wanted Poster","5","1","9"
"31e051b5-a600-4304-82d8-6d7f57cf0e3e","collectionist117","Collectible Toys","Funko","Funko Spider-Man 3 Pack","1","1","6"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","autographjaaon voorhees","1","1","6"
"cde6a354-9900-4366-8023-cdf547e7056c","Alex gaming ","Collectible Toys","Funko","Noelle (Diamond) [Autographed]","1","1","8"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Zombie Mystique","1","1","9"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Chrollo Signed","1","1","1"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Black Asta GITD (Autographed)","1","1","2"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Batman The Animated Series 152","1","1","1"
"47b4fab6-df61-43be-82ba-3df725553add","cesaresquivel01","Collectible Toys","Funko","Child Big Mom","5","1","8"
"9405e509-1da8-4755-a0d1-82174632c707","Bigtone701","Collectible Toys","Funko","Wayne’s World 2 Pack (Hockey Outfits)","1","1","6"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Kurogiri (glow in the dark)","1","1","5"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Murloc","1","1","1"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Dr. Emmett Brown (Autographed)","1","1","2"
"98918727-774a-41f2-9683-091699cdd3cd","CxLoss","Collectible Toys","Funko","🚨Rare Shanks Little Things Exclusive 🚨","1","1","2"
"21c6de4e-b2b1-49df-8935-09f05d2f9683","jchillin92","Collectible Toys","Funko","Rick’s ship #34","1","1","10"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Princess Bubblegum #1076 funko ","1","1","1"
"6d9ee484-b26a-4063-b893-2bab2fc5fe00","funocollector775","Collectible Toys","Funko","stitch 626 autograph funko pop","1","1","44"
"ffad060d-2eb3-4995-aeab-222dd0d7ce07","MeatManMcLain","Collectible Toys","Funko","Doflamingo (Autographed)","1","1","62"
"c8d09ded-5f83-40d5-ab4e-d33c88ed16ba","Modern_Vintage_NYC ","Collectible Toys","Funko","🚨 Flash Auction! 🚨 Funko Lex","1","1","6"
"cd2203ee-c8fc-4ba4-84bf-f8199b56f235","Bittered ","Collectible Toys","Funko","Kirito (auto)","1","1","2"
"f8d663b3-a5c7-4f73-885a-669e452f4dad","TheFloorHunter","Collectible Toys","Funko","Dino (limited 2500 pieces)","1","1","21"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Troy Aikman (Autographed)","1","1","1"
"3988c122-122a-4305-8c91-f70d59255d54","smetcalf","Collectible Toys","Funko","Michael Myers 03 Funko - Nick Castle ","1","1","75"
"90d0ac8a-120b-4ee4-a38a-9c6b7baf89a6","ddlee916","Collectible Toys","Funko","Captain America (Autographed)","1","1","2"
"2e9a6b34-2c0e-4f3a-a197-b8b6cf1afb35","DynamiteDAW","Collectible Toys","Funko","Draugr and Fire Troll 2 Pack","1","1","2"
"cd2203ee-c8fc-4ba4-84bf-f8199b56f235","Bittered ","Collectible Toys","Funko","Roronoa Zoro 1496 - BLACKLIGHT ERROR","1","1","4"
"90d0ac8a-120b-4ee4-a38a-9c6b7baf89a6","ddlee916","Collectible Toys","Funko","Inuyasha","1","1","3"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Floating death crystal morty #664","1","1","2"
"2395c8de-5a0a-42df-a51e-0f3f030fcc1b","iLovePops","Collectible Toys","Funko","OG Stormtrooper #Maythe4th","1","1","32"
"47b4fab6-df61-43be-82ba-3df725553add","cesaresquivel01","Collectible Toys","Funko","Yamato chase ","1","1","3"
"0eb8dc57-f18c-4889-855b-870f4fd48ed2","mm1010","Collectible Toys","Funko","Captain America (Autographed)","1","1","75"
"f9b9e762-35b3-46b0-9864-dbac7e038e64","m_blanco9","Collectible Toys","Funko","Matt Murdock (Autographed)","1","1","47"
"f8755777-8fb1-4a9d-ad7c-5989cef65b33","Loose.End","Collectible Toys","Funko","Young Leia Autograph","1","1","2"
"08f59a04-cb2a-46e2-b231-a6667a4e89b9","angiegvzthree","Collectible Toys","Funko","kiba signed funko pop ","1","1","1"
"6d9ee484-b26a-4063-b893-2bab2fc5fe00","funocollector775","Collectible Toys","Funko","vegeta (Galick gun) chase","30","1","39"
"0b6b1c83-91d1-42f8-b84f-1b884859e67c","fro455","Collectible Toys","Funko","⚡️Samurai Brook 1129⚡️ Funko Exclusive","1","1","1"
"2a5bd714-31e1-4a35-81d7-6e2dea0e573f","Poprods","Collectible Toys","Funko","Killua Zoldyck ","1","1","17"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Naruto AUTO!","1","1","7"
"3bc5dd7a-1a60-4c28-9b4c-feb66f50f653","Tru2thegame92","Collectible Toys","Funko","Mitsuri Fundom GITD exclusive ","5","1","6"
"6e6b70aa-21ac-42b7-b953-3994f21a76a2","trainerjay04","Collectible Toys","Funko","samurai brook chase ","1","1","18"
"271a4ee7-e1e3-4639-97c6-349e9be14f0e","FunkoFatGuy ","Collectible Toys","Funko","Hawkeye (Autographed)","1","1","44"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Súper Saiyan Gohan Exclusive editor","1","1","2"
"12bbabfa-2896-4063-ba39-c0d85e336d01","Aquatis-HD","Collectible Toys","Funko","Obi-Wan Kenobi (Autograph)","1","1","2"
"20604390-7d9f-497f-8ab8-4a95889e8856","lotrex14","Collectible Toys","Funko","Draugr and Fire Troll 2 Pack","1","1","5"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","Dino (limited 2500 pieces)","1","1","17"
"c1d290ce-f244-48a5-99d6-9b191cfca974","IsactheGemini","Collectible Toys","Funko","signed super sonic ","1","1","27"
"8a8b4583-ed10-46af-b432-da49fd756e7e","moodswing","Collectible Toys","Funko","Bugs Bunny As Morpheus LTD 1300 Pieces!","1","1","39"
"16ef71a8-06d5-4321-a6d1-9b26c9e02cbf","Badkevoo","Collectible Toys","Funko","Jason autograph funko","40","1","46"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","✍🏼 ANIME // Hisoka (Diamond)","1","1","26"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Ian Sinclair signed Brook funko pop ","1","1","1"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Noelle (Diamond) [Autographed]","1","1","16"
"b5f69a73-5ad6-4afd-a568-5aa1be981615","Elcastillo1122","Collectible Toys","Funko","Marty McFly (Autograph)","1","1","2"
"b9865fa6-2a19-48a7-97ca-d8e83e21ae60","primetime1987","Collectible Toys","Funko","Spider-man (Unmasked)(AAA Anime) ","1","1","1"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","gold d roger ","1","1","1"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Obeseus (Autographed)","1","1","5"
"b0eb8e4d-d204-4f23-adbe-06a5652d2504","TheChef124","Collectible Toys","Funko","The Governor","1","1","17"
"6e723b63-1c4b-4cd2-9362-b05a40746b57","pipsqueak","Collectible Toys","Funko","Dr. Strange Soda (chase)","10","1","10"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","2018 SDCC Super Saiyan Vegeta","5","1","6"
"01ce5bc5-cfdb-4d11-ac8d-530991c33d49","pgjunior","Collectible Toys","Funko","Jon Snow (Autographed)","1","1","47"
"a0b7879f-68cd-449d-9d57-127d72071d81","Smizzed","Collectible Toys","Funko","🚨Chase Samurai Brook 1129🚨","1","1","65"
"9d42ce62-cd8a-4e16-90de-006251edf31d","tam3sun","Collectible Toys","Funko","Dino (Blue)","1","1","26"
"ccfc00b1-132c-47f0-b6b6-7bb043b969c2","mbm_curtwags","Collectible Toys","Funko","Spider Demon Mother Chase 1573","1","1","14"
"45fae586-81df-40e0-b48f-c9bb51ffc665","D-Rod91","Collectible Toys","Funko","Haise Sasaki GITD Signed","1","1","34"
"be823914-8b59-451b-b536-af3cfb070ccb","chitownroger","Collectible Toys","Funko","con sticker madara c2e2","1","1","4"
"bccbf500-cff3-45ac-977e-2547dddde4a1","milansfunko","Collectible Toys","Funko","Funko Yamato Chase","1","1","110"
"e88d9d57-62b9-4d14-ad90-a3ada5324a7b","snorlaxbuu","Collectible Toys","Funko","Luffy Gear Five 1067 Chase","1","1","5"
"2443e9ea-a2bd-4871-8a61-e2f3d6f726d5","Darkwing","Collectible Toys","Funko","Soba Mask Signed Chase Funko(Eric Vale)","20","1","29"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Kakashi ArtWork","1","1","1"
"d5992590-60f9-4885-bccc-8768663ec360","Ameezy510","Collectible Toys","Funko","Wolverine autograph !!! ","1","1","32"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Joker Chase 🔥","1","1","60"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Black Asta (GITD) (Autographed)","1","1","5"
"e0ce123a-86f5-47b0-b38d-1ccf4c27dea3","popculturejohn ","Collectible Toys","Funko","Funko The Joker Killing Joke NYCC","1","1","2"
"0b6b1c83-91d1-42f8-b84f-1b884859e67c","fro455","Collectible Toys","Funko","Funko NFT Daffy Duck as Pennywise","1","1","3"
"6d9ee484-b26a-4063-b893-2bab2fc5fe00","funocollector775","Collectible Toys","Funko","Freddy Funko","1","1","21"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Jon Snow (Autographed)","1","1","1"
"749cb189-0a05-474b-b5b4-049fb87ca4ac","TheManFree","Collectible Toys","Funko","Mitsuri Fundom GITD exclusive ","5","1","29"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","Conor McGregor Autograph + Beckett Cert","1","1","166"
"0b6b1c83-91d1-42f8-b84f-1b884859e67c","fro455","Collectible Toys","Funko","Hologram Rick Clone #666","1","1","5"
"2395c8de-5a0a-42df-a51e-0f3f030fcc1b","iLovePops","Collectible Toys","Funko","Wayne’s World 2 Pack (Hockey Outfits)","1","1","18"
"bc0eff51-bf33-4e93-8cae-a6d451066907","REVOLUTION_POPS","Collectible Toys","Funko","Mad Hatter","5","1","17"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Anakin Skywalker (Autographed)","1","1","110"
"45fae586-81df-40e0-b48f-c9bb51ffc665","D-Rod91","Collectible Toys","Funko","Monkey D. Luffy Wanted Poster Signed","1","1","90"
"a5fdf191-95ea-40c7-8141-42864d4ae90f","pokepodz ","Collectible Toys","Funko","Undertaker","10","1","10"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Sniper King (pre-release)","1","1","4"
"7c10f78f-ecfb-4053-848f-6fabfada083c","bankai","Collectible Toys","Funko","Chrollo Signed","1","1","44"
"1cd93c25-7482-4621-96f6-060157bfcfaa","jassyh1k","Collectible Toys","Funko","Mike NFT (LE 2,302)","1","1","5"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Naruto (Hokage) Signed Funko 724 believe","1","1","8"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Carrot Funko Pop #1487","1","1","1"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Nimura Furuta (Autographed) [LE100]","1","1","10"
"00fbcd00-a41f-4ce6-8060-d41680950603","Aimen Inc","Collectible Toys","Funko","Clark Griswold (Autographed)","1","1","7"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Bugs Bunny As Morpheus LTD 1300 Pieces!","1","1","1"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Thor","1","1","1"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","*Flash Sale* Signed Christopher Sabat","1","1","7"
"13f87af1-d4a2-4121-ac91-6796a77bfabc","pop shop bros","Collectible Toys","Funko","Rick w/ crown #649","1","1","1"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Spider-Man autograph mega deal ","25","1","25"
"60948aba-a79d-4978-aeef-1c683405a176","rodester ","Collectible Toys","Funko","Snorkel Freddy Funko Soda (Chase)","35","1","35"
"6d0ef107-6b55-4c9f-ac0d-8e1811bcf624","Saltydogcomics","Collectible Toys","Funko","Signed Anakin Skywalker Auto - Hayden","1","1","60"
"2f118d2e-f679-4688-9691-d3c3a9ac7c3d","barrynear","Collectible Toys","Funko","Funko NFT Bugs Bunny As Morpheus","1","1","1"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Gol D. Roger 1273 Funko Exclusice ","1","1","9"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","Sniper King (pre-release)","1","1","2"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Darth Vader Signed Funko 539","1","1","5"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","limited signed goku ","1","1","20"
"7c06b93e-51cb-4324-b186-69884da0000a","Laprima710","Collectible Toys","Funko","Shanks Wanted Poster Shared Sticker ","1","1","9"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","tester","1","1","2"
"a5fdf191-95ea-40c7-8141-42864d4ae90f","pokepodz ","Collectible Toys","Funko","Swamp Thing ( Flocked )","10","1","10"
"7c10f78f-ecfb-4053-848f-6fabfada083c","bankai","Collectible Toys","Funko","Black Asta (GITD) (Autographed)","1","1","65"
"2bfadb1a-da6d-44cc-849c-552693c0f574","xh.vtg ","Collectible Toys","Funko","Sabo Signed","1","1","43"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Roronoa Zoro 1496 - BLACKLIGHT ERROR","1","1","2"
"3ed16333-db31-49f5-8f67-0bbfedacbd61","Earnhardt97","Collectible Toys","Funko","Obi-Wan Kenobi 393 Ewan McGregor Auto","1","1","380"
"3882937b-5dee-42e4-8f2c-3b65c50129e9","VinWeasel","Collectible Toys","Funko","Cousin Eddie (Autographed)","1","1","3"
"dec9555c-2df6-4314-b49b-0948e91816f6","DNJ_Pops","Collectible Toys","Funko","Dino (limited to 2500 pieces)","1","1","2"
"47b4fab6-df61-43be-82ba-3df725553add","cesaresquivel01","Collectible Toys","Funko","✍🏼 ANIME // Hisoka (Diamond)","1","1","3"
"4269a066-c29e-4425-bfec-77dd6dfbd6f0","TGoodwin78","Collectible Toys","Funko","Funko HW loungefly Freddy Funko","10","1","12"
"2bfadb1a-da6d-44cc-849c-552693c0f574","xh.vtg ","Collectible Toys","Funko","🚨Mihawk 1521 - Funko Exc + Protector🚨","1","1","17"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","madara con sticker c2e2","1","1","27"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Kirito (auto)","5","1","18"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","Star wars Collectors Box","1","1","1"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Billy & tommy funko 2-pack","1","1","1"
"a15b777e-7e80-469e-8bdd-f81f4b445213","GXC10","Collectible Toys","Funko","Dende Signed","1","1","8"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","robin signed funko ","1","1","2"
"bc0eff51-bf33-4e93-8cae-a6d451066907","REVOLUTION_POPS","Collectible Toys","Funko","Neo","5","1","9"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Arbiter ","1","1","85"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Carrot Funko Pop ","1","1","1"
"cd557473-8b50-4b1b-a5e8-bf1ba5cce065","hull.hudson","Collectible Toys","Funko","Luffy Gear Four","5","1","5"
"b85e0d8b-2b52-477c-9da8-9d8629c7afab","Zjjohnson17","Collectible Toys","Funko","Zombie Morbius","1","1","3"
"b303fe6c-6041-4963-b770-b09de0d6e586","jakepostell","Collectible Toys","Funko","Rikishi (Autographed)","1","1","46"
"150c92fc-ccf0-4674-a966-6382e5920994","MAF2","Collectible Toys","Funko","Kratos NYCC 🧊🧊","1","1","46"
"ffad060d-2eb3-4995-aeab-222dd0d7ce07","MeatManMcLain","Collectible Toys","Funko","Deku in Onesie","5","1","14"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Hinata Chase Funko Pop #1339","1","1","7"
"ef8c5874-3cf2-4419-8378-7f65477da034","tennuy","Collectible Toys","Funko","Vegeta Funko Pop #10 Signed","1","1","1"
"a469955b-a20d-4cb3-8ddf-a2fd4ca57b89","DeadStockNH","Collectible Toys","Funko","Kirito (auto)","5","1","14"
"6d0ef107-6b55-4c9f-ac0d-8e1811bcf624","Saltydogcomics","Collectible Toys","Funko","1550 Pieces Arnold Shortman 24 NFT Pop!","1","1","2"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","mirio togata  c2e2 con sticker","1","1","2"
"582aa95b-e1f8-4d6e-8cca-33a7f9b0c4cc","jimmymedina","Collectible Toys","Funko","Princess Leia","1","1","1"
"50053b2c-1765-431b-b41f-f37875de2f31","Masadora_13","Collectible Toys","Funko","Wayne’s World 2 Pack (Hockey Outfits)","1","1","16"
"f441c9cc-a59d-44db-bfa4-e27abe31e16a","Javiloso","Collectible Toys","Funko","Giyu (Autographed)","1","1","12"
"2e9a6b34-2c0e-4f3a-a197-b8b6cf1afb35","DynamiteDAW","Collectible Toys","Funko","Claire (Autographed)","1","1","38"
"3bc5dd7a-1a60-4c28-9b4c-feb66f50f653","Tru2thegame92","Collectible Toys","Funko","50s Vision funko #714","1","1","2"
"b10a24f5-0557-434b-bfa2-4f691f911048","flygonjohn","Collectible Toys","Funko","LOTR Elijah Wood Auto Frodo Baggins JSA","1","1","41"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Signed Mitsuri funko #1306","1","1","2"
"a15b777e-7e80-469e-8bdd-f81f4b445213","GXC10","Collectible Toys","Funko","WOLVERINE #05 PSA GRADE “8.5” MINT","5","1","12"
"6d9ee484-b26a-4063-b893-2bab2fc5fe00","funocollector775","Collectible Toys","Funko","Aoi Kanzaki chase bundle","25","1","25"
"e2315fc7-85f4-4663-9393-8f924e975bb6","Justin ","Collectible Toys","Funko","Noelle Diamond (Autographed)","1","1","46"
"8f6fbe72-827d-4984-9cf1-b09707ff9ac1","FGS Autographs","Collectible Toys","Funko","Obi-Wan Kenobi 393 Ewan McGregor Auto","1","1","158"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","Anakin Skywalker (Autographed)","1","1","115"
"2425bcc6-4aa5-4b31-a896-2c63811d1e6c","DanteQuenga","Collectible Toys","Funko","Sniper King (pre-release)","1","1","18"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","luffy gear five autograph ","1","1","29"
"ac99b98a-e856-4886-bd6e-af4a33e9ca6a","AlphaGoodsllc","Collectible Toys","Funko","Tobi (Autographed)","1","1","1"
"76772b72-e56e-43ec-9551-16cea2505052","Griinchzzz","Collectible Toys","Funko","boruto Funko signed and quoted ","40","1","40"
"7803c004-319c-40fa-ac06-299a879ac4a0","funky_flip_lk","Collectible Toys","Funko","Nimura Furuta (Autographed) [LE100]","1","1","3"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","vegeta (Galick gun) chase","30","1","33"
"1206b6c1-ee36-429d-b978-9c931c4f9a95","Slapshotpops","Collectible Toys","Funko","TMNT Mutant Mayhem Splinter Soda Chase","5","1","5"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","limited signed goku ","1","1","10"
"2a5bd714-31e1-4a35-81d7-6e2dea0e573f","Poprods","Collectible Toys","Funko","Homer (Autographed)","1","1","14"
"bbf53b38-cb13-48c5-85b1-358e93a4ce97","William_Jeriel7","Collectible Toys","Funko","Terra Cotta Po","1","1","7"
"cd557473-8b50-4b1b-a5e8-bf1ba5cce065","hull.hudson","Collectible Toys","Funko","Lord Boros #259","1","1","1"
"c9ada78e-a594-4359-b8c4-bf4495b7c0cf","Jarbear22","Collectible Toys","Funko","Mike (Autographed)","1","1","14"
"a2f14afa-70dc-44cd-9250-01cf6fb56852","Monthly Pops","Collectible Toys","Funko","La Llorona (chase)","1","1","1"
"f9b9e762-35b3-46b0-9864-dbac7e038e64","m_blanco9","Collectible Toys","Funko","Funko OG Luke Skywalker ","1","1","1"
"f8d663b3-a5c7-4f73-885a-669e452f4dad","TheFloorHunter","Collectible Toys","Funko","Tobi (Autographed)","1","1","26"
"5dce8cf3-36fc-4689-b13f-345d5d4fae2b","GameOfPops","Collectible Toys","Funko","Wayne’s World 2 Pack (Hockey Outfits)","1","1","2"
"33fa5fbb-4242-47ad-a13a-7c744df30b0e","Funko_Slywolf","Collectible Toys","Funko","April Fools Funko Pop Egg #162","1","1","12"
"3b503418-0cac-4de7-beff-e85800ba49ed","Zanget5u","Collectible Toys","Funko","Super Saiyan Vegeta Chase (Autographed)","1","1","65"
"76772b72-e56e-43ec-9551-16cea2505052","Griinchzzz","Collectible Toys","Funko","robin signed funko ","1","1","1"
"cd557473-8b50-4b1b-a5e8-bf1ba5cce065","hull.hudson","Collectible Toys","Funko","ANIME // Tengen Uzui","1","1","1"
"bc0eff51-bf33-4e93-8cae-a6d451066907","REVOLUTION_POPS","Collectible Toys","Funko","TV // Megazord (Glows in the Dark)","1","1","10"
"43086919-81bf-4622-8249-c3c1bfc373e9","awkwardstrength","Collectible Toys","Funko","autograph Jason voorhees funko ","1","1","39"
"15432f0a-c10b-46b8-be77-1f2115d898d4","Kashf ","Collectible Toys","Funko","Funko NFT Bugs Bunny As Morpheus","1","1","10"
"90f2b61d-38ad-43c7-932e-51bbac320a5d","perez2000","Collectible Toys","Funko","giyu tomioka signed and quoted! ","1","1","1"
"f8755777-8fb1-4a9d-ad7c-5989cef65b33","Loose.End","Collectible Toys","Funko","Rick w/ crown #649","1","1","5"
"50053b2c-1765-431b-b41f-f37875de2f31","Masadora_13","Collectible Toys","Funko","Yamato chase ","1","1","7"
"2bfadb1a-da6d-44cc-849c-552693c0f574","xh.vtg ","Collectible Toys","Funko","Rukia kuckiki ","1","1","4"
"88747410-ca18-4a88-864f-071e7b6bf244","geo","Collectible Toys","Funko","Jeff Ward (Live Action) Buggy The Clown ","1","1","49"
"cd557473-8b50-4b1b-a5e8-bf1ba5cce065","hull.hudson","Collectible Toys","Funko","Sabo","5","1","5"
"3d30d644-903a-488a-a5e0-f8692080f7b9","Sofoula","Collectible Toys","Funko","Pilot Mickey Mouse","1","1","1"
"2a1c57c9-fba0-400d-b951-f9d8d09a81fe","RDB30","Collectible Toys","Funko","Mike (Autographed)","1","1","9"
"2395c8de-5a0a-42df-a51e-0f3f030fcc1b","iLovePops","Collectible Toys","Funko","Franny Funko C2E2 LE 3,000pcs","20","1","38"
"c8d09ded-5f83-40d5-ab4e-d33c88ed16ba","Modern_Vintage_NYC ","Collectible Toys","Funko","Neji Chase Funko Pop #1428","1","1","28"
"bbc16dc7-0615-4c9d-aa5c-dd88ce9ff635","jsantana11 ","Collectible Toys","Funko","Jason voorhees signed funko","1","1","29"
"6d9ee484-b26a-4063-b893-2bab2fc5fe00","funocollector775","Collectible Toys","Funko","Súper Saiyan Gohan Exclusive editor","1","1","1"
"47b4fab6-df61-43be-82ba-3df725553add","cesaresquivel01","Collectible Toys","Funko","Roronoa Zoro 1496 (non error) Hot Topic ","1","1","18"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","Armored Chopper (Autographed)","1","1","1"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Goku & Flying Nimbus Auto","1","1","1"
"59821888-8adf-400a-8077-fa9d13b67c1b","Jordar6845","Collectible Toys","Funko","Ochaco (Masked)","5","1","6"
"4a348b7b-1268-4962-b647-1cad8aebb1a0","FR3DO","Collectible Toys","Funko","He-Man 106 (Metallic)Toy Tokyo SDCC 2022","1","1","3"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","Rick’s ship #34","1","1","16"
"13b7bfc2-e5e4-4e8a-9957-34e513ba141f","masonking282","Collectible Toys","Funko","1550 Pieces Arnold Shortman 24 NFT Pop!","1","1","7"
"bbc16dc7-0615-4c9d-aa5c-dd88ce9ff635","jsantana11 ","Collectible Toys","Funko","tengen chase signed ","1","1","9"
"1580150f-5a7d-476d-8bae-f221cddf2c47","jesders","Collectible Toys","Funko","Tyreese","1","1","6"
"05146c36-dd09-4236-95c0-eec938ba5596","jamesito","Collectible Toys","Funko","yajirobe & karin c2e2 con","1","1","26"
"7ec3c81f-4340-428c-89d4-8f2dbe17d8a1","checkmeout_","Collectible Toys","Funko","Naruto (Hokage) Auto - FLASH AUCTION","1","1","29"
"1206b6c1-ee36-429d-b978-9c931c4f9a95","Slapshotpops","Collectible Toys","Funko","Anakin Skywalker (Autographed)","1","1","125"
"a8580fd0-8e4b-4b96-843b-5ae4fce587bd","steve","Collectible Toys","Funko","signed super sonic ","1","1","5"
"13c5937b-7277-4784-9010-cceae6f3fa97","muzzey_funkos ","Collectible Toys","Funko","2018 SDCC Super Saiyan Vegeta","5","1","16"
